location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,population
Panama,4/22/2020,4821,163,178.143,141,5,6.571,1117.325,37.777,41.287,32.678,1.159,1.523,1.14,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/23/2020,5166,345,202.143,146,5,6.143,1197.283,79.958,46.849,33.837,1.159,1.424,1.14,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/24/2020,5338,172,188.857,154,8,6.429,1237.146,39.863,43.77,35.691,1.854,1.49,1.12,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/25/2020,5538,200,189.714,159,5,6.143,1283.499,46.352,43.969,36.85,1.159,1.424,1.11,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/26/2020,5779,241,215.143,165,6,6.429,1339.354,55.855,49.862,38.241,1.391,1.49,1.1,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/27/2020,6021,242,222,167,2,5.857,1395.44,56.086,51.451,38.704,0.464,1.357,1.09,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/28/2020,6021,0,194.714,167,0,4.429,1395.44,0,45.127,38.704,0,1.026,1.08,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/29/2020,6378,357,222.429,178,11,5.286,1478.179,82.739,51.551,41.254,2.549,1.225,1.08,,,,,,,,,,,,,,,,,,,,4314768
Panama,4/30/2020,6532,154,195.143,188,10,6,1513.871,35.691,45.227,43.571,2.318,1.391,1.06,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/1/2020,6720,188,197.429,192,4,5.429,1557.442,43.571,45.756,44.498,0.927,1.258,1.05,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/2/2020,7090,370,221.714,197,5,5.429,1643.194,85.752,51.385,45.657,1.159,1.258,1.04,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/3/2020,7090,0,187.286,197,0,4.571,1643.194,0,43.406,45.657,0,1.059,1.02,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/4/2020,7197,107,168,200,3,4.714,1667.992,24.799,38.936,46.352,0.695,1.093,1.03,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/5/2020,7523,326,214.571,210,10,6.143,1743.547,75.554,49.73,48.67,2.318,1.424,1.04,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/6/2020,7731,208,193.286,218,8,5.714,1791.753,48.207,44.796,50.524,1.854,1.324,1.02,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/7/2020,7868,137,190.857,225,7,5.286,1823.505,31.751,44.233,52.146,1.622,1.225,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/8/2020,8070,202,192.857,231,6,5.571,1870.321,46.816,44.697,53.537,1.391,1.291,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/9/2020,8282,212,170.286,237,6,5.714,1919.454,49.134,39.466,54.928,1.391,1.324,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/10/2020,8448,166,194,244,7,6.714,1957.927,38.473,44.962,56.55,1.622,1.556,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/11/2020,8616,168,202.714,249,5,7,1996.863,38.936,46.982,57.709,1.159,1.622,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/12/2020,8783,167,180,252,3,6,2035.567,38.704,41.717,58.404,0.695,1.391,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/13/2020,8944,161,173.286,256,4,5.429,2072.881,37.314,40.161,59.331,0.927,1.258,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/14/2020,9118,174,178.571,260,4,5,2113.207,40.327,41.386,60.258,0.927,1.159,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/15/2020,9268,150,171.143,266,6,5,2147.972,34.764,39.664,61.649,1.391,1.159,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/16/2020,9449,181,166.714,269,3,4.571,2189.921,41.949,38.638,62.344,0.695,1.059,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/17/2020,9606,157,165.429,275,6,4.429,2226.307,36.387,38.34,63.735,1.391,1.026,1.03,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/18/2020,9726,120,158.571,279,4,4.286,2254.119,27.811,36.751,64.662,0.927,0.993,1.05,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/19/2020,9867,141,154.857,281,2,4.143,2286.797,32.678,35.89,65.125,0.464,0.96,1.08,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/20/2020,9977,110,147.571,287,6,4.429,2312.291,25.494,34.201,66.516,1.391,1.026,1.11,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/21/2020,10116,139,142.571,291,4,4.429,2344.506,32.215,33.043,67.443,0.927,1.026,1.14,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/22/2020,10267,151,142.714,295,4,4.143,2379.502,34.996,33.076,68.37,0.927,0.96,1.19,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/23/2020,10577,310,161.143,299,4,4.286,2451.348,71.846,37.347,69.297,0.927,0.993,1.24,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/24/2020,10926,349,188.571,306,7,4.429,2532.233,80.885,43.704,70.919,1.622,1.026,1.28,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/25/2020,11183,257,208.143,310,4,4.429,2591.796,59.563,48.24,71.846,0.927,1.026,1.31,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/26/2020,11447,264,225.714,313,3,4.571,2652.982,61.185,52.312,72.542,0.695,1.059,1.32,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/27/2020,11728,281,250.143,315,2,4,2718.107,65.125,57.974,73.005,0.464,0.927,1.34,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/28/2020,12131,403,287.857,320,5,4.143,2811.507,93.4,66.714,74.164,1.159,0.96,1.35,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/29/2020,12531,400,323.429,326,6,4.429,2904.212,92.705,74.959,75.554,1.391,1.026,1.35,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/30/2020,13018,487,348.714,330,4,4.429,3017.08,112.868,80.819,76.482,0.927,1.026,1.34,,,,,,,,,,,,,,,,,,,,4314768
Panama,5/31/2020,13463,445,362.429,336,6,4.286,3120.214,103.134,83.997,77.872,1.391,0.993,1.33,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/1/2020,13837,374,379.143,344,8,4.857,3206.893,86.679,87.871,79.726,1.854,1.126,1.33,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/2/2020,14095,258,378.286,352,8,5.571,3266.688,59.795,87.672,81.58,1.854,1.291,1.31,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/3/2020,14609,514,411.571,357,5,6,3385.814,119.126,95.387,82.739,1.159,1.391,1.31,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/4/2020,15044,435,416.143,363,6,6.143,3486.63,100.817,96.446,84.13,1.391,1.424,1.3,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/5/2020,15463,419,418.857,370,7,6.286,3583.738,97.108,97.075,85.752,1.622,1.457,1.29,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/6/2020,16004,541,426.571,386,16,8,3709.122,125.383,98.863,89.46,3.708,1.854,1.29,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/7/2020,16425,421,423.143,393,7,8.143,3806.694,97.572,98.069,91.083,1.622,1.887,1.29,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/8/2020,16854,429,431,398,5,7.714,3906.12,99.426,99.889,92.241,1.159,1.788,1.3,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/9/2020,17233,379,448.286,403,5,7.286,3993.957,87.838,103.896,93.4,1.159,1.689,1.3,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/10/2020,17889,656,468.571,413,10,8,4145.993,152.036,108.597,95.718,2.318,1.854,1.31,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/11/2020,18586,697,506,418,5,7.857,4307.532,161.538,117.272,96.877,1.159,1.821,1.32,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/12/2020,19211,625,535.429,421,3,7.286,4452.383,144.851,124.092,97.572,0.695,1.689,1.31,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/13/2020,20059,848,579.286,429,8,6.143,4648.917,196.534,134.257,99.426,1.854,1.424,1.31,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/14/2020,21418,1359,713.286,437,8,6.286,4963.882,314.965,165.313,101.28,1.854,1.457,1.3,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/15/2020,21422,4,652.571,448,11,7.143,4964.809,0.927,151.241,103.829,2.549,1.655,1.26,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/16/2020,21962,540,675.571,457,9,7.714,5089.961,125.152,156.572,105.915,2.086,1.788,1.25,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/17/2020,22597,635,672.571,470,13,8.143,5237.13,147.169,155.877,108.928,3.013,1.887,1.24,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/18/2020,23351,754,680.714,475,5,8.143,5411.878,174.749,157.764,110.087,1.159,1.887,1.24,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/19/2020,24274,923,723.286,485,10,9.143,5625.795,213.916,167.63,112.405,2.318,2.119,1.23,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/20/2020,25222,948,737.571,493,8,9.143,5845.505,219.711,170.941,114.259,1.854,2.119,1.22,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/21/2020,26030,808,658.857,501,8,9.143,6032.769,187.264,152.698,116.113,1.854,2.119,1.2,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/22/2020,26752,722,761.429,521,20,10.429,6200.102,167.332,176.47,120.748,4.635,2.417,1.19,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/23/2020,27314,562,764.571,536,15,11.286,6330.352,130.25,177.199,124.225,3.476,2.616,1.18,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/24/2020,28030,716,776.143,547,11,11,6496.294,165.942,179.881,126.774,2.549,2.549,1.18,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/25/2020,29037,1007,812.286,564,17,12.714,6729.678,233.385,188.257,130.714,3.94,2.947,1.18,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/26/2020,29905,868,804.429,575,11,12.857,6930.848,201.17,186.436,133.263,2.549,2.98,1.17,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/27/2020,30658,753,776.571,592,17,14.143,7105.365,174.517,179.98,137.203,3.94,3.278,1.16,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/28/2020,31686,1028,808,604,12,14.714,7343.616,238.252,187.264,139.984,2.781,3.41,1.16,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/29/2020,32785,1099,861.857,620,16,14.143,7598.323,254.707,199.746,143.693,3.708,3.278,1.16,,,,,,,,,,,,,,,,,,,,4314768
Panama,6/30/2020,33550,765,890.857,631,11,13.571,7775.621,177.298,206.467,146.242,2.549,3.145,1.15,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/1/2020,34463,913,919,645,14,14,7987.22,211.599,212.989,149.487,3.245,3.245,1.14,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/2/2020,35237,774,885.714,667,22,14.714,8166.604,179.384,205.275,154.585,5.099,3.41,1.13,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/3/2020,35995,758,870,698,31,17.571,8342.279,175.676,201.633,161.77,7.185,4.072,1.12,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/4/2020,36983,988,903.571,720,22,18.286,8571.26,228.981,209.414,166.869,5.099,4.238,1.13,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/5/2020,38149,1166,923.286,747,27,20.429,8841.495,270.235,213.983,173.126,6.258,4.735,1.13,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/6/2020,39334,1185,935.571,770,23,21.429,9116.133,274.638,216.83,178.457,5.331,4.966,1.13,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/7/2020,40291,957,963,799,29,24,9337.93,221.796,223.187,185.178,6.721,5.562,1.13,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/8/2020,41251,960,969.714,819,20,24.857,9560.421,222.492,224.743,189.813,4.635,5.761,1.12,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/9/2020,42216,965,997,839,20,24.571,9784.072,223.65,231.067,194.448,4.635,5.695,1.11,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/10/2020,43257,1041,1037.429,863,24,23.571,10025.336,241.264,240.437,200.011,5.562,5.463,1.11,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/11/2020,44332,1075,1049.857,893,30,24.714,10274.481,249.144,243.317,206.964,6.953,5.728,1.1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/12/2020,45633,1301,1069.143,909,16,23.143,10576.003,301.523,247.787,210.672,3.708,5.364,1.1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/13/2020,47173,1540,1119.857,932,23,23.143,10932.917,356.914,259.541,216.002,5.331,5.364,1.09,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/14/2020,48096,923,1115,960,28,23,11146.833,213.916,258.415,222.492,6.489,5.331,1.08,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/15/2020,49243,1147,1141.714,982,22,23.286,11412.665,265.831,264.606,227.59,5.099,5.397,1.06,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/16/2020,50373,1130,1165.286,1000,18,23,11674.556,261.891,270.069,231.762,4.172,5.331,1.04,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/17/2020,51408,1035,1164.429,1038,38,25,11914.43,239.874,269.87,240.569,8.807,5.794,1.03,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/18/2020,52261,853,1132.714,1071,33,25.429,12112.123,197.693,262.52,248.217,7.648,5.893,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/19/2020,53468,1207,1119.286,1096,25,26.714,12391.86,279.737,259.408,254.011,5.794,6.191,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/20/2020,54426,958,1036.143,1127,31,27.857,12613.888,222.028,240.139,261.196,7.185,6.456,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/21/2020,55153,727,1008.143,1159,32,28.429,12782.379,168.491,233.649,268.612,7.416,6.589,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/22/2020,55906,753,951.857,1180,21,28.286,12956.896,174.517,220.604,273.479,4.867,6.556,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/23/2020,56817,911,920.571,1209,29,29.857,13168.031,211.135,213.354,280.2,6.721,6.92,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/24/2020,57993,1176,940.714,1250,41,30.286,13440.584,272.552,218.022,289.703,9.502,7.019,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/25/2020,58864,871,943.286,1275,25,29.143,13642.448,201.865,218.618,295.497,5.794,6.754,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/26/2020,60296,1432,975.429,1294,19,28.286,13974.332,331.883,226.067,299.9,4.403,6.556,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/27/2020,61442,1146,1002.286,1322,28,27.857,14239.931,265.599,232.292,306.39,6.489,6.456,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/28/2020,62223,781,1010,1349,27,27.143,14420.938,181.006,234.08,312.647,6.258,6.291,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/29/2020,63269,1046,1051.857,1374,25,27.714,14663.361,242.423,243.781,318.441,5.794,6.423,1.01,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/30/2020,64191,922,1053.429,1397,23,26.857,14877.046,213.685,244.145,323.772,5.331,6.224,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,7/31/2020,65256,1065,1037.571,1421,24,24.429,15123.872,246.827,240.47,329.334,5.562,5.662,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/1/2020,66383,1127,1074.143,1449,28,24.857,15385.068,261.196,248.946,335.823,6.489,5.761,1,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/2/2020,67453,1070,1022.429,1471,22,25.286,15633.054,247.986,236.96,340.922,5.099,5.86,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/3/2020,68456,1003,1002,1497,26,25,15865.511,232.457,232.226,346.948,6.026,5.794,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/4/2020,69424,968,1028.714,1522,25,24.714,16089.857,224.346,238.417,352.742,5.794,5.728,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/5/2020,70231,807,994.571,1553,31,25.571,16276.889,187.032,230.504,359.927,7.185,5.926,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/6/2020,71418,1187,1032.429,1574,21,25.286,16551.991,275.102,239.278,364.794,4.867,5.86,0.99,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/7/2020,72560,1142,1043.429,1591,17,24.286,16816.663,264.672,241.827,368.734,3.94,5.629,0.98,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/8/2020,73651,1091,1038.286,1609,18,22.857,17069.516,252.853,240.635,372.905,4.172,5.297,0.98,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/9/2020,74492,841,1005.571,1639,30,24,17264.428,194.912,233.053,379.858,6.953,5.562,0.97,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/10/2020,75394,902,991.143,1664,25,23.857,17473.477,209.049,229.709,385.652,5.794,5.529,0.97,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/11/2020,76464,1070,1005.714,1680,16,22.571,17721.463,247.986,233.087,389.36,3.708,5.231,0.97,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/12/2020,77377,913,1020.857,1703,23,21.429,17933.062,211.599,236.596,394.691,5.331,4.966,0.96,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/13/2020,78446,1069,1004,1722,19,21.143,18180.815,247.754,232.689,399.094,4.403,4.9,0.96,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/14/2020,79402,956,977.429,1734,12,20.429,18402.38,221.565,226.531,401.876,2.781,4.735,0.95,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/15/2020,80665,1263,1002,1746,12,19.571,18695.096,292.716,232.226,404.657,2.781,4.536,0.94,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/16/2020,81940,1275,1064,1767,21,18.286,18990.592,295.497,246.595,409.524,4.867,4.238,0.92,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/17/2020,82543,603,1021.286,1788,21,17.714,19130.345,139.753,236.695,414.391,4.867,4.106,0.91,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/18/2020,82790,247,903.714,1809,21,18.429,19187.59,57.245,209.447,419.258,4.867,4.271,0.89,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/19/2020,83754,964,911,1827,18,17.714,19411.009,223.419,211.135,423.429,4.172,4.106,0.9,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/20/2020,83855,101,772.714,1844,17,17.429,19434.417,23.408,179.086,427.369,3.94,4.039,0.89,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/21/2020,84392,537,712.857,1859,15,17.857,19558.873,124.456,165.213,430.846,3.476,4.139,0.91,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/22/2020,85480,1088,687.857,1878,19,18.857,19811.03,252.157,159.419,435.249,4.403,4.37,0.94,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/23/2020,86900,1420,708.571,1892,14,17.857,20140.133,329.102,164.22,438.494,3.245,4.139,0.95,,,,,,,,,,,,,,,,,,,,4314768
Panama,8/24/2020,87485,585,706,1906,14,16.857,20275.714,135.581,163.624,441.739,3.245,3.907,0.95,,,,,,,,,,,,,,,,,,,,4314768
